ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_max,fiftytwo_week_min,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time,security,sector,sub_industry,headquarter,date_added,cik,founded
FE,42.16,0.29,0.12,0.72,2024-11-26,44.53,35.78,41.72,42.8,40.44,50.6,0.57,1.34,0,0,42.16,2024-11-26,42.06,2024-11-25,0.29,42.2,2024-11-21,40.84,2024-11-14,1.05,44.53,2024-09-04,35.78,2024-02-08,12.75,83.2,2008-07-11,18.19,2000-03-07,67.44,FirstEnergy,Utilities,Electric Utilities,"Akron, Ohio",1997-11-28,1031296,1997
FFIV,251.4,1.07,2.67,0.19,2024-11-26,251.4,165.2,241.0,228.0,194.4,71.8,4.54,1.8,1,0,251.4,2024-11-26,248.8,2024-11-25,1.07,251.4,2024-11-26,231.2,2024-11-04,8.27,251.4,2024-11-26,165.2,2024-04-30,42.66,251.4,2024-11-26,1.88,2001-04-04,3280.0,"F5, Inc.",Information Technology,Communications Equipment,"Seattle, Washington",2010-12-20,1048695,1996
FI,222.9,0.48,1.07,0.88,2024-11-26,222.9,127.5,210.9,197.6,166.1,77.75,3.46,1.55,1,0,222.9,2024-11-26,221.8,2024-11-25,0.48,222.9,2024-11-26,200.9,2024-11-04,10.28,222.9,2024-11-26,131.8,2024-01-03,67.44,222.9,2024-11-26,0.26,1987-10-28,inf,Fiserv,Financials,Transaction & Payment Processing Services,"Brookfield, Wisconsin",2001-04-02,798354,1984
FICO,2370.0,0.41,9.65,0.05,2024-11-26,2370.0,1073.0,2216.0,2076.0,1590.0,75.0,56.3,2.38,1,0,2370.0,2024-11-26,2360.0,2024-11-25,0.41,2370.0,2024-11-26,1989.0,2024-11-01,19.16,2370.0,2024-11-26,1111.0,2024-04-26,109.5,2370.0,2024-11-26,0.56,1987-10-29,inf,Fair Isaac,Information Technology,Application Software,"Bozeman, Montana",2023-03-20,814547,1956
FIS,84.94,0.62,0.52,1.08,2024-11-26,90.94,56.9,87.6,86.94,77.5,40.28,1.69,1.99,0,0,84.94,2024-11-26,84.44,2024-11-25,0.62,89.7,2024-11-04,84.44,2024-11-25,-4.67,90.94,2024-10-18,59.0,2024-01-18,39.3,157.5,2020-02-14,12.47,2008-10-27,255.4,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,"Jacksonville, Florida",2006-11-10,1136893,1968
FITB,48.44,-0.02,-0.01,1.7,2024-11-26,48.44,27.44,46.06,44.4,39.34,69.9,0.97,2.0,0,0,48.44,2024-11-25,48.44,2024-11-26,-0.02,48.44,2024-11-25,42.84,2024-11-04,12.26,48.44,2024-11-25,32.8,2024-02-13,39.25,69.4,2002-03-19,0.47,1980-06-26,8820.0,Fifth Third Bancorp,Financials,Regional Banks,"Cincinnati, Ohio",1996-03-29,35527,1858
FMC,61.06,0.73,0.44,0.5,2024-11-26,67.5,51.0,59.56,61.62,60.34,55.34,1.87,3.06,1,0,61.06,2024-11-26,60.62,2024-11-25,0.73,63.62,2024-11-05,54.38,2024-11-15,-3.31,67.5,2024-05-10,51.0,2024-02-20,-5.83,139.5,2022-04-20,0.94,1980-03-27,5588.0,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",2009-08-19,37785,1883
FOX,43.66,-0.09,-0.04,0.4,2024-11-26,44.38,25.9,42.1,39.97,33.7,65.25,0.85,1.95,0,0,43.72,2024-11-25,43.66,2024-11-26,-0.09,44.38,2024-11-22,38.88,2024-11-01,12.29,44.38,2024-11-22,25.9,2024-03-06,55.2,44.38,2024-11-22,19.81,2020-03-23,11.4,Fox Corporation (Class B),Communication Services,Broadcasting,"New York City, New York",2019-03-04,1754301,2019
FOXA,46.0,-0.14,-0.07,1.74,2024-11-26,47.47,28.42,44.97,43.12,36.38,59.84,0.94,2.04,0,0,46.1,2024-11-25,46.0,2024-11-26,-0.14,47.47,2024-11-14,41.88,2024-11-01,9.87,47.47,2024-11-14,28.42,2024-03-06,52.16,47.47,2024-11-14,20.2,2020-03-23,21.1,Fox Corporation (Class A),Communication Services,Broadcasting,"New York City, New York",2019-03-04,1754301,2019
FRT,115.56,-0.38,-0.44,0.34,2024-11-26,117.4,94.06,113.5,113.25,106.75,58.5,1.72,1.49,0,0,116.0,2024-11-25,115.56,2024-11-26,-0.38,116.0,2024-11-25,110.44,2024-11-01,4.62,117.4,2024-09-13,96.44,2024-04-16,10.59,170.4,2016-08-01,2.25,1974-09-26,3324.0,Federal Realty Investment Trust,Real Estate,Retail REITs,"Rockville, Maryland",2016-02-01,34903,1962
FSLR,190.9,-1.02,-1.96,1.1,2024-11-26,300.8,139.8,194.0,210.9,207.0,46.03,10.26,5.37,0,0,192.9,2024-11-25,190.9,2024-11-26,-1.02,215.9,2024-11-05,182.0,2024-11-21,-6.87,300.8,2024-06-12,139.8,2024-02-05,10.86,311.2,2008-05-16,11.77,2012-06-01,671.5,First Solar,Information Technology,Semiconductors,"Tempe, Arizona",2022-12-19,1274494,1999
FTNT,95.44,2.51,2.33,2.38,2024-11-26,99.1,51.3,88.7,83.2,69.8,66.25,2.71,2.84,0,0,95.44,2024-11-26,93.1,2024-11-25,2.51,99.1,2024-11-12,77.94,2024-11-05,21.14,99.1,2024-11-12,55.38,2024-08-05,65.2,99.1,2024-11-12,1.5,2010-06-08,5644.0,Fortinet,Information Technology,Systems Software,"Sunnyvale, California",2018-10-11,1262039,2000
FTV,78.9,-0.99,-0.79,1.49,2024-11-26,86.3,67.0,74.9,76.06,76.8,63.78,1.36,1.72,0,0,79.7,2024-11-25,78.9,2024-11-26,-0.99,79.7,2024-11-25,71.2,2024-11-04,10.58,86.3,2024-02-28,67.0,2024-08-07,9.16,86.3,2024-02-28,35.16,2020-03-23,94.0,Fortive,Industrials,Industrial Machinery & Supplies & Components,"Everett, Washington",2016-07-01,1659166,2016
GD,281.8,0.18,0.5,0.54,2024-11-26,314.0,244.9,295.0,299.5,291.5,35.38,5.68,2.02,0,0,281.8,2024-11-26,281.2,2024-11-25,0.18,314.0,2024-11-13,280.0,2024-11-21,-3.8,314.0,2024-11-13,249.4,2024-01-19,8.99,314.0,2024-11-13,0.34,1974-09-16,37630.0,General Dynamics,Industrials,Aerospace & Defense,"Falls Church, Virginia",1957-03-04,40533,1899
GDDY,201.2,1.91,3.77,0.86,2024-11-26,201.2,97.06,180.8,168.5,144.0,82.25,4.14,2.06,1,0,201.2,2024-11-26,197.4,2024-11-25,1.91,201.2,2024-11-26,163.4,2024-11-01,23.16,201.2,2024-11-26,100.25,2024-01-05,95.3,201.2,2024-11-26,20.0,2015-03-31,906.0,GoDaddy,Information Technology,Internet Services & Infrastructure,"Tempe, Arizona",2024-06-24,1609711,1997
GE,183.9,2.04,3.67,1.64,2024-11-26,194.2,94.9,178.4,183.2,162.6,56.66,4.05,2.2,0,0,183.9,2024-11-26,180.2,2024-11-25,2.04,184.8,2024-11-08,171.8,2024-11-01,7.09,194.2,2024-10-21,99.0,2024-01-03,82.94,287.5,2000-08-28,2.77,1962-06-22,4828.0,GE Aerospace,Industrials,Aerospace & Defense,"Evendale, Ohio",1957-03-04,40545,1892
GEHC,82.75,0.13,0.11,0.84,2024-11-26,93.9,67.4,84.9,88.2,84.8,40.25,2.05,2.47,1,0,82.75,2024-11-26,82.7,2024-11-25,0.13,88.3,2024-11-07,81.75,2024-11-15,-4.81,93.9,2024-03-08,71.56,2024-01-24,8.38,93.9,2024-03-08,56.0,2023-01-03,37.94,GE HealthCare,Health Care,Health Care Equipment,"Chicago, Illinois",2023-01-04,1932393,1994
GEN,30.69,0.24,0.07,1.3,2024-11-26,30.69,19.69,29.38,28.14,24.7,68.5,0.59,1.93,1,0,30.69,2024-11-26,30.62,2024-11-25,0.24,30.69,2024-11-26,28.23,2024-11-04,8.58,30.69,2024-11-26,19.69,2024-05-02,34.7,34.16,2017-09-19,0.7,1989-06-29,4172.0,Gen Digital,Information Technology,Systems Software,"Tempe, Arizona",2003-03-25,849399,1982
GEV,335.8,2.07,6.82,1.33,2024-11-26,349.5,122.7,326.2,290.2,,59.1,13.9,4.14,0,0,335.8,2024-11-26,329.0,2024-11-25,2.07,349.5,2024-11-11,295.5,2024-11-04,11.53,349.5,2024-11-11,122.7,2024-04-05,136.5,349.5,2024-11-11,122.7,2024-04-05,136.5,GE Vernova,Industrials,Heavy Electrical Equipment,"Cambridge, Massachusetts",2024-04-02,1996810,2024
GILD,91.3,0.93,0.85,1.69,2024-11-26,97.9,63.16,91.06,87.75,75.3,55.78,1.98,2.17,1,0,91.3,2024-11-26,90.5,2024-11-25,0.93,97.9,2024-11-07,87.75,2024-11-19,2.04,97.9,2024-11-07,63.16,2024-06-18,9.72,122.2,2015-06-23,0.22,1994-06-06,14340.0,Gilead Sciences,Health Care,Biotechnology,"Foster City, California",2004-07-01,882095,1987
GIS,66.1,0.92,0.61,1.94,2024-11-26,75.1,62.34,65.56,69.3,68.3,48.9,1.09,1.65,1,0,66.1,2024-11-26,65.5,2024-11-25,0.92,68.3,2024-11-05,62.78,2024-11-19,-3.08,75.1,2024-09-09,62.34,2024-02-09,-0.92,90.6,2023-05-12,1.07,1980-03-17,6108.0,General Mills,Consumer Staples,Packaged Foods & Meats,"Golden Valley, Minnesota",1957-03-04,40704,1856
GL,110.75,-0.58,-0.65,0.12,2024-11-26,128.4,49.16,108.44,107.9,98.56,57.56,2.69,2.43,0,0,111.4,2024-11-25,110.75,2024-11-26,-0.58,111.4,2024-11-25,103.5,2024-11-04,6.45,128.4,2024-02-28,49.16,2024-04-11,-9.28,128.4,2024-02-28,2.52,1980-11-07,3808.0,Globe Life,Financials,Life & Health Insurance,"McKinney, Texas",1989-04-30,320335,1900
GLW,47.94,-0.67,-0.32,1.51,2024-11-26,49.03,27.77,47.8,46.53,39.28,54.75,0.97,2.02,0,0,48.25,2024-11-25,47.94,2024-11-26,-0.67,48.9,2024-11-11,46.44,2024-11-18,-0.88,49.03,2024-10-29,29.84,2024-01-17,57.22,113.3,2000-09-01,1.1,2002-10-08,2118.0,Corning Inc.,Information Technology,Electronic Components,"Corning, New York",1995-02-27,24741,1851
GM,55.28,-8.16,-4.91,17.1,2024-11-26,60.2,28.89,55.25,51.16,46.22,52.3,1.97,3.57,0,0,60.2,2024-11-25,55.28,2024-11-26,-8.16,60.2,2024-11-25,50.97,2024-11-01,8.5,60.2,2024-11-25,34.6,2024-01-18,53.38,65.75,2022-01-04,16.8,2020-03-18,61.72,General Motors,Consumer Discretionary,Automobile Manufacturers,"Detroit, Michigan",2013-06-06,1467858,1908
GNRC,191.4,-0.15,-0.29,0.27,2024-11-26,195.1,110.06,181.9,170.1,145.4,66.3,5.35,2.79,0,0,191.6,2024-11-25,191.4,2024-11-26,-0.15,195.1,2024-11-11,168.9,2024-11-01,13.31,195.1,2024-11-11,110.06,2024-03-05,50.25,505.8,2021-11-01,10.65,2010-06-01,1391.0,Generac,Industrials,Electrical Components & Equipment,"Waukesha, Wisconsin",2021-03-22,1474735,1959
GOOG,170.9,0.86,1.45,7.82,2024-11-26,192.6,130.6,175.4,169.5,165.6,47.4,4.2,2.46,0,0,170.9,2024-11-26,169.4,2024-11-25,0.86,183.4,2024-11-12,166.6,2024-11-22,-1.03,192.6,2024-07-10,132.5,2024-03-06,22.44,192.6,2024-07-10,2.49,2004-09-03,6736.0,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,"Mountain View, California",2006-04-03,1652044,1998
GOOGL,169.4,1.03,1.73,11.03,2024-11-26,191.1,129.2,173.8,168.0,164.2,47.5,4.24,2.5,0,0,169.4,2024-11-26,167.6,2024-11-25,1.03,181.6,2024-11-12,164.8,2024-11-22,-1.12,191.1,2024-07-10,131.4,2024-03-06,22.6,191.1,2024-07-10,2.5,2004-09-03,6644.0,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,"Mountain View, California",2014-04-03,1652044,1998
GPC,127.6,-1.44,-1.86,0.39,2024-11-26,163.4,113.1,121.4,129.1,141.5,55.47,3.08,2.41,0,0,129.5,2024-11-25,127.6,2024-11-26,-1.44,129.5,2024-11-25,113.6,2024-11-01,12.32,163.4,2024-04-23,113.1,2024-10-22,-7.59,187.2,2022-12-02,3.95,1980-04-23,2940.0,Genuine Parts Company,Consumer Discretionary,Distributors,"Atlanta, Georgia",1973-12-31,40987,1925
GPN,117.6,-0.83,-0.98,0.96,2024-11-26,139.0,92.2,112.2,106.1,110.9,67.0,2.48,2.11,0,0,118.56,2024-11-25,117.6,2024-11-26,-0.83,118.56,2024-11-25,104.44,2024-11-01,12.6,139.0,2024-02-14,92.2,2024-06-18,-7.53,219.2,2021-04-29,3.75,2001-01-16,3036.0,Global Payments,Financials,Transaction & Payment Processing Services,"Atlanta, Georgia",2016-04-25,1123360,2000
GRMN,211.5,-1.38,-2.96,0.4,2024-11-26,214.5,119.5,206.2,184.4,165.5,66.3,4.22,2.0,0,0,214.5,2024-11-25,211.5,2024-11-26,-1.38,214.5,2024-11-25,198.1,2024-11-01,6.75,214.5,2024-11-25,119.5,2024-01-31,67.2,214.5,2024-11-25,7.2,2001-09-20,2016.0,Garmin,Consumer Discretionary,Consumer Electronics,"Schaffhausen, Switzerland",2012-12-12,1121788,1989
GS,603.0,-0.02,-0.11,1.31,2024-11-26,603.0,337.8,572.5,534.0,468.8,68.56,13.31,2.21,0,0,603.0,2024-11-25,603.0,2024-11-26,-0.02,603.0,2024-11-25,511.5,2024-11-04,16.1,603.0,2024-11-25,377.0,2024-01-18,55.28,603.0,2024-11-25,52.0,2008-11-20,756.5,Goldman Sachs,Financials,Investment Banking & Brokerage,"New York City, New York",2002-07-22,886982,1869
GWW,1218.0,0.22,2.67,0.07,2024-11-26,1221.0,775.0,1170.0,1107.0,993.0,70.3,21.7,1.78,1,0,1218.0,2024-11-26,1216.0,2024-11-25,0.22,1221.0,2024-11-11,1096.0,2024-11-04,10.26,1221.0,2024-11-11,809.0,2024-01-03,49.8,1221.0,2024-11-11,1.94,1974-12-05,26700.0,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",1981-06-30,277135,1927
HAL,31.62,-1.13,-0.36,4.69,2024-11-26,41.25,27.52,29.83,29.56,33.62,64.44,0.87,2.75,0,0,31.98,2024-11-25,31.62,2024-11-26,-1.13,31.98,2024-11-25,27.69,2024-11-01,14.27,41.25,2024-04-05,27.52,2024-10-29,-12.43,74.0,2014-07-23,3.74,1972-06-13,701.5,Halliburton,Energy,Oil & Gas Equipment & Services,"Houston, Texas",1957-03-04,45012,1919
HAS,63.88,-0.74,-0.47,0.9,2024-11-26,72.94,45.72,63.9,68.2,61.66,44.44,1.43,2.24,0,0,64.4,2024-11-25,63.88,2024-11-26,-0.74,66.94,2024-11-05,61.7,2024-11-18,-2.96,72.94,2024-10-18,47.12,2024-01-16,28.02,126.06,2019-07-29,0.08,1980-03-27,60540.0,Hasbro,Consumer Discretionary,Leisure Products,"Pawtucket, Rhode Island",1984-09-30,46080,1923
HBAN,18.19,-0.03,-0.01,5.41,2024-11-26,18.2,10.91,17.06,15.86,14.19,73.9,0.39,2.16,0,0,18.2,2024-11-25,18.19,2024-11-26,-0.03,18.2,2024-11-25,15.4,2024-11-04,17.55,18.2,2024-11-25,12.24,2024-01-17,41.5,30.58,1999-06-17,1.02,2009-03-06,895.5,Huntington Bancshares,Financials,Regional Banks,"Columbus, Ohio; Detroit, Michigan",1997-08-28,49196,1866
HCA,329.8,1.25,4.08,0.6,2024-11-26,415.5,246.6,347.0,376.5,346.5,30.38,9.47,2.87,0,0,329.8,2024-11-26,325.5,2024-11-25,1.25,366.8,2024-11-05,325.0,2024-11-22,-7.7,415.5,2024-10-18,272.0,2024-01-03,19.75,415.5,2024-10-18,17.66,2011-09-13,963.0,HCA Healthcare,Health Care,Health Care Facilities,"Nashville, Tennessee",2015-01-27,860730,1968
HD,427.8,-0.23,-0.99,1.18,2024-11-26,428.8,311.0,405.0,405.0,367.8,65.0,8.46,1.98,0,0,428.8,2024-11-25,427.8,2024-11-26,-0.23,428.8,2024-11-25,388.2,2024-11-06,8.94,428.8,2024-11-25,325.0,2024-05-24,23.94,428.8,2024-11-25,0.03,1981-09-22,inf,Home Depot (The),Consumer Discretionary,Home Improvement Retail,"Atlanta, Georgia",1988-03-31,354950,1978
HES,147.0,1.13,1.64,0.59,2024-11-26,163.1,126.3,142.5,139.5,145.2,62.62,2.6,1.77,0,0,147.0,2024-11-26,145.4,2024-11-25,1.13,148.6,2024-11-22,137.8,2024-11-01,6.73,163.1,2024-04-29,126.3,2024-09-06,1.55,166.1,2023-10-19,5.12,1982-03-09,1792.0,Hess Corporation,Energy,Integrated Oil & Gas,"New York City, New York",1984-05-31,4447,1919
HIG,122.1,0.5,0.61,0.33,2024-11-26,122.3,77.0,116.3,117.0,106.25,64.94,1.93,1.58,1,0,122.1,2024-11-26,121.5,2024-11-25,0.5,122.1,2024-11-26,110.06,2024-11-01,10.94,122.3,2024-10-17,81.4,2024-01-03,50.03,122.3,2024-10-17,3.62,2009-03-06,391.0,Hartford (The),Financials,Property & Casualty Insurance,"Hartford, Connecticut",1957-03-04,874766,1810
HII,198.0,-0.44,-0.87,0.27,2024-11-26,296.5,185.0,201.9,235.6,260.0,36.88,6.48,3.27,0,0,198.9,2024-11-25,198.0,2024-11-26,-0.44,206.6,2024-11-11,189.2,2024-11-01,4.64,296.5,2024-03-04,185.0,2024-10-31,-23.88,296.5,2024-03-04,22.84,2011-10-05,428.2,Huntington Ingalls Industries,Industrials,Aerospace & Defense,"Newport News, Virginia",2018-01-03,1501585,2011
HLT,252.5,-0.47,-1.19,0.42,2024-11-26,253.6,166.6,246.2,238.6,216.1,66.7,3.57,1.42,0,0,253.6,2024-11-25,252.5,2024-11-26,-0.47,253.6,2024-11-25,233.4,2024-11-04,6.75,253.6,2024-11-25,178.8,2024-01-04,40.2,253.6,2024-11-25,35.25,2016-01-28,472.2,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",2017-06-19,1585689,1919
HOLX,78.8,-1.12,-0.9,0.84,2024-11-26,83.75,68.4,79.6,80.3,77.7,46.2,1.48,1.87,0,0,79.75,2024-11-25,78.8,2024-11-26,-1.12,83.75,2024-11-04,77.56,2024-11-14,-4.25,83.75,2024-11-04,71.3,2024-01-08,8.8,87.7,2023-05-01,0.45,1993-12-15,3198.0,Hologic,Health Care,Health Care Equipment,"Marlborough, Massachusetts",2016-03-30,859737,1985
HON,230.5,-0.03,-0.08,1.23,2024-11-26,233.9,190.4,221.2,214.9,205.9,66.06,4.14,1.79,0,0,230.6,2024-11-25,230.5,2024-11-26,-0.03,233.9,2024-11-12,207.5,2024-11-04,10.2,233.9,2024-11-12,190.4,2024-04-17,10.3,234.1,2021-08-11,2.56,1970-05-25,2674.0,Honeywell,Industrials,Industrial Conglomerates,"Charlotte, North Carolina",1957-03-04,773840,1906
HPE,22.1,-0.5,-0.11,3.67,2024-11-26,22.2,14.86,21.19,20.53,18.83,62.38,0.58,2.63,0,0,22.2,2024-11-25,22.1,2024-11-26,-0.5,22.2,2024-11-25,20.0,2024-11-05,10.17,22.2,2024-11-25,14.86,2024-02-28,30.55,22.2,2024-11-25,7.01,2016-01-20,129.8,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals","Houston, Texas",2015-11-02,1645590,2015
HPQ,39.22,-0.19,-0.08,5.5,2024-11-26,39.3,27.62,37.12,36.56,33.56,65.25,0.89,2.27,0,0,39.3,2024-11-25,39.22,2024-11-26,-0.19,39.3,2024-11-25,36.0,2024-11-04,8.12,39.3,2024-11-25,27.62,2024-04-18,31.5,40.34,2022-06-01,0.05,1962-06-21,31490.0,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals","Palo Alto, California",1974-12-31,47217,1939 (2015)
HRL,31.56,0.43,0.14,0.82,2024-11-26,36.78,28.72,30.48,31.02,32.3,61.6,0.57,1.8,1,0,31.56,2024-11-26,31.44,2024-11-25,0.43,31.56,2024-11-26,29.2,2024-11-15,2.09,36.78,2024-05-20,28.72,2024-02-13,-3.76,54.8,2022-04-21,0.21,1980-06-11,12050.0,Hormel Foods,Consumer Staples,Packaged Foods & Meats,"Austin, Minnesota",2009-03-04,48465,1891
HSIC,76.75,-0.1,-0.08,1.34,2024-11-26,80.56,63.9,71.1,71.1,71.0,66.94,2.21,2.88,0,0,76.8,2024-11-25,76.75,2024-11-26,-0.1,76.8,2024-11-25,66.56,2024-11-14,9.08,80.56,2024-02-26,63.9,2024-08-06,1.59,91.94,2022-04-13,2.12,1999-12-23,1621.0,Henry Schein,Health Care,Health Care Distributors,"Melville, New York",2015-03-17,1000228,1932
HST,18.36,-0.33,-0.06,1.96,2024-11-26,21.16,15.92,17.75,17.81,18.36,62.12,0.43,2.32,0,0,18.42,2024-11-25,18.36,2024-11-26,-0.33,18.42,2024-11-25,17.27,2024-11-15,5.94,21.16,2024-03-21,15.92,2024-08-05,-6.8,37.62,1987-03-05,3.05,1980-04-21,454.0,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,"Bethesda, Maryland",2007-03-20,1070750,1993
HSY,172.8,-1.6,-2.8,0.59,2024-11-26,209.5,170.0,176.5,183.5,191.2,40.28,3.76,2.18,0,0,175.5,2024-11-25,172.8,2024-11-26,-1.6,184.5,2024-11-13,170.0,2024-11-18,-3.64,209.5,2024-05-13,170.0,2024-11-18,-10.05,276.2,2023-05-01,0.84,1980-03-17,20370.0,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",1957-03-04,47111,1894
HUBB,461.5,-0.51,-2.38,0.24,2024-11-26,472.0,294.8,449.0,443.2,400.0,57.53,11.82,2.56,0,0,463.8,2024-11-25,461.5,2024-11-26,-0.51,472.0,2024-11-06,425.0,2024-11-04,8.4,472.0,2024-11-06,316.8,2024-01-03,41.6,472.0,2024-11-06,2.8,1977-08-09,12216.0,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,"Shelton, Connecticut",2023-10-18,48898,1888
HUM,296.2,-2.59,-7.88,0.59,2024-11-26,510.5,236.2,279.5,276.2,331.5,58.56,11.34,3.83,0,0,304.2,2024-11-25,296.2,2024-11-26,-2.59,304.2,2024-11-25,255.5,2024-11-04,13.65,470.0,2024-01-02,236.2,2024-10-07,-36.97,563.0,2022-11-03,4.75,2000-06-16,2948.0,Humana,Health Care,Managed Health Care,"Louisville, Kentucky",2012-12-10,49071,1961
HWM,116.6,0.7,0.81,1.07,2024-11-26,118.44,51.6,110.8,105.5,85.25,62.28,2.78,2.38,0,0,116.6,2024-11-26,115.8,2024-11-25,0.7,118.44,2024-11-22,99.8,2024-11-04,16.61,118.44,2024-11-22,52.6,2024-01-04,117.1,118.44,2024-11-22,10.59,2020-04-21,516.5,Howmet Aerospace,Industrials,Aerospace & Defense,"Pittsburgh, Pennsylvania",2016-10-21,4281,1888
IBM,228.4,1.01,2.27,2.15,2024-11-26,235.2,155.6,212.8,219.9,192.9,67.06,4.33,1.9,1,0,228.4,2024-11-26,226.1,2024-11-25,1.01,228.4,2024-11-26,205.0,2024-11-15,9.68,235.2,2024-10-14,159.1,2024-01-05,41.44,235.2,2024-10-14,3.9,1962-06-14,3032.0,IBM,Information Technology,IT Consulting & Other Services,"Armonk, New York",1957-03-04,51143,1911
ICE,160.1,0.32,0.5,1.42,2024-11-26,166.9,112.5,157.9,160.5,146.6,53.62,2.54,1.59,1,0,160.1,2024-11-26,159.6,2024-11-25,0.32,160.1,2024-11-26,154.5,2024-11-04,3.55,166.9,2024-10-24,124.8,2024-01-03,26.64,166.9,2024-10-24,6.39,2005-11-29,1940.0,Intercontinental Exchange,Financials,Financial Exchanges & Data,"Atlanta, Georgia",2007-09-26,1571949,2000
IDXX,414.8,-3.23,-13.86,0.24,2024-11-26,577.0,407.0,424.5,457.2,493.5,37.75,11.72,2.82,0,0,428.5,2024-11-25,414.8,2024-11-26,-3.23,437.2,2024-11-11,414.5,2024-11-04,-0.61,577.0,2024-03-01,407.0,2024-10-31,-24.28,706.0,2021-08-05,0.84,1991-08-19,43780.0,Idexx Laboratories,Health Care,Health Care Equipment,"Westbrook, Maine",2017-01-05,874716,1983
IEX,232.0,-1.7,-4.02,0.21,2024-11-26,245.9,190.5,225.5,216.2,215.9,61.34,4.74,2.04,0,0,236.0,2024-11-25,232.0,2024-11-26,-1.7,236.0,2024-11-25,216.0,2024-11-01,7.4,245.9,2024-03-21,190.5,2024-08-07,7.9,245.9,2024-03-21,1.9,1991-01-09,7932.0,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",2019-08-09,832101,1988
IFF,90.8,-0.09,-0.08,0.6,2024-11-26,106.06,73.2,92.5,98.8,93.6,40.75,2.15,2.37,0,0,90.9,2024-11-25,90.8,2024-11-26,-0.09,99.1,2024-11-05,86.1,2024-11-15,-8.21,106.06,2024-10-15,73.2,2024-02-28,11.53,156.9,2018-01-05,5.67,1980-03-12,1153.0,International Flavors & Fragrances,Materials,Specialty Chemicals,"New York City, New York",1976-03-31,51253,1958 (1889)
INCY,74.1,0.8,0.59,0.59,2024-11-26,83.4,51.2,76.3,70.2,62.28,51.84,2.6,3.51,1,0,74.1,2024-11-26,73.5,2024-11-25,0.8,83.4,2024-11-08,70.4,2024-11-21,-2.65,83.4,2024-11-08,51.2,2024-04-25,13.23,152.6,2017-03-15,1.72,1994-04-20,3852.0,Incyte,Health Care,Biotechnology,"Wilmington, Delaware",2017-02-28,879169,1991
INTC,23.98,-3.6,-0.9,39.62,2024-11-26,50.75,18.89,24.17,23.31,30.06,50.0,0.94,3.92,0,0,24.88,2024-11-25,23.98,2024-11-26,-3.6,26.23,2024-11-07,22.52,2024-11-04,3.34,49.56,2024-01-25,18.89,2024-09-06,-49.84,74.9,2000-08-31,0.22,1982-01-13,7264.0,Intel,Information Technology,Semiconductors,"Santa Clara, California",1976-12-31,50863,1968
INTU,638.0,0.51,3.24,0.93,2024-11-26,706.0,563.0,656.0,634.5,633.5,46.16,19.12,3.0,0,0,638.0,2024-11-26,634.5,2024-11-25,0.51,706.0,2024-11-13,619.0,2024-11-05,2.59,706.0,2024-11-13,563.0,2024-05-30,5.65,706.0,2024-11-13,2.02,1993-04-21,24020.0,Intuit,Information Technology,Application Software,"Mountain View, California",2000-12-05,896878,1983
INVH,34.16,0.98,0.33,1.12,2024-11-26,37.28,31.4,33.3,34.0,34.78,55.28,0.62,1.81,0,0,34.16,2024-11-26,33.84,2024-11-25,0.98,34.16,2024-11-26,31.4,2024-11-01,8.82,37.28,2024-09-05,31.4,2024-11-01,-1.3,45.34,2021-12-31,16.12,2020-03-23,70.9,Invitation Homes,Real Estate,Single-Family Residential REITs,"Dallas, Texas",2022-09-19,1687229,2012
IP,58.94,-1.06,-0.63,2.03,2024-11-26,59.56,32.97,56.84,51.84,44.28,69.44,1.43,2.43,0,0,59.56,2024-11-25,58.94,2024-11-26,-1.06,59.56,2024-11-25,55.78,2024-11-01,5.68,59.56,2024-11-25,32.97,2024-02-05,61.3,61.62,2018-01-29,3.82,2009-03-06,603.0,International Paper,Materials,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee",1957-03-04,51434,1898
